tconst,score,focus
tt0084654,22.0,rating
tt0217107,0.0,rating
tt0330373,2409.0,rating
tt0067820,154.0,rating
tt5876318,2.0,rating
tt10243678,39.0,rating
tt1916763,56.0,rating
tt8404272,9.0,rating
tt2927080,1.0,rating
tt0120872,1.0,rating
tt0104237,337.0,rating
tt4080812,0.0,rating
tt5876322,0.0,rating
tt10244008,0.0,rating
tt0067821,2.0,rating
tt0217119,51.0,rating
tt1916766,28.0,rating
tt8404614,540.0,rating
tt5876412,21.0,rating
tt0468704,96.0,rating
tt0104239,1.0,rating
tt0120873,700.0,rating
tt8405810,47.0,rating
tt10244726,5.0,rating
tt0330496,1.0,rating
tt0468705,16.0,rating
tt4080858,17.0,rating
tt1391894,13.0,rating
tt5876604,3.0,rating
tt0084655,0.0,rating
tt10244754,3.0,rating
tt1918638,0.0,rating
tt0330501,27.0,rating
tt10244756,1.0,rating
tt0330505,8.0,rating
tt0104240,378.0,rating
tt0217132,14.0,rating
tt0330506,0.0,rating
tt0468729,0.0,rating
tt1918669,0.0,rating
tt5877882,15.0,rating
tt0067822,125.0,rating
tt1918727,83.0,rating
tt0217135,1.0,rating
tt2927212,144.0,rating
tt0067823,0.0,rating
tt0330513,1.0,rating
tt10244760,1.0,rating
tt0084667,25.0,rating
tt0217168,11.0,rating
tt0468736,7.0,rating
tt0120876,133.0,rating
tt4080956,109.0,rating
tt8406276,16.0,rating
tt1392100,1.0,rating
tt4081012,17.0,rating
tt0104252,104.0,rating
tt0084671,10.0,rating
tt4081260,3.0,rating
tt0217260,10.0,rating
tt0330536,9.0,rating
tt0217287,0.0,rating
tt0084674,34.0,rating
tt0468750,5.0,rating
tt0330539,9.0,rating
tt0217319,26.0,rating
tt0067824,187.0,rating
tt8406660,6.0,rating
tt0330540,0.0,rating
tt2928084,28.0,rating
tt0120878,187.0,rating
tt0067825,0.0,rating
tt0084675,623.0,rating
tt0067836,3.0,rating
tt0084684,39.0,rating
tt1392158,4.0,rating
tt0217331,11.0,rating
tt1392170,1587.0,rating
tt0104254,271.0,rating
tt0120879,1050.0,rating
tt1918806,4.0,rating
tt2928288,2.0,rating
tt0120880,13.0,rating
tt1918810,17.0,rating
tt1918886,38.0,rating
tt5878326,0.0,rating
tt8406738,31.0,rating
tt0067839,6.0,rating
tt0104255,1.0,rating
tt0067840,2.0,rating
tt1918887,2.0,rating
tt1024666,5.0,rating
tt1392190,2709.0,rating
tt0084690,59.0,rating
tt0120882,145.0,rating
tt0468754,5.0,rating
tt0330541,3.0,rating
tt0217334,0.0,rating
tt0104257,1120.0,rating
tt8406750,1.0,rating
tt0067846,9.0,rating
tt4082314,0.0,rating
tt5879216,0.0,rating
tt0330568,1.0,rating
tt0067848,90.0,rating
tt0084691,44.0,rating
tt0120883,9.0,rating
tt1918911,45.0,rating
tt2928360,1.0,rating
tt1918921,3.0,rating
tt1024703,9.0,rating
tt5879988,0.0,rating
tt0067853,3.0,rating
tt0468771,32.0,rating
tt0120884,6.0,rating
tt0067861,4.0,rating
tt0330582,6.0,rating
tt0067862,17.0,rating
tt2928840,163.0,rating
tt0067866,221.0,rating
tt2928842,0.0,rating
tt1918924,4.0,rating
tt8406866,12.0,rating
tt0330602,21.0,rating
tt0067867,2.0,rating
tt1024715,1465.0,rating
tt0330670,9.0,rating
tt0067868,13.0,rating
tt0120885,613.0,rating
tt1392214,1649.0,rating
tt0067869,9.0,rating
tt4082482,14.0,rating
tt0084695,43.0,rating
tt0468774,3.0,rating
tt0104261,7.0,rating
tt0084696,18.0,rating
tt0468777,16.0,rating
tt0217351,10.0,rating
tt5879998,9.0,rating
tt2929652,86.0,rating
tt0217355,131.0,rating
tt1024733,224.0,rating
tt8408216,3.0,rating
tt1024744,268.0,rating
tt1392249,11.0,rating
tt5881528,345.0,rating
tt1024746,22.0,rating
tt1392261,2.0,rating
tt1024770,10.0,rating
tt0067870,80.0,rating
tt1024820,2.0,rating
tt0217375,1.0,rating
tt0104265,313.0,rating
tt0330691,42.0,rating
tt2929690,39.0,rating
tt1392744,25.0,rating
tt2929840,3.0,rating
tt0067871,0.0,rating
tt1392888,9.0,rating
tt8408218,8.0,rating
tt0104267,0.0,rating
tt0217405,0.0,rating
tt1918927,18.0,rating
tt0104279,18.0,rating
tt0104283,75.0,rating
tt0468812,17.0,rating
tt10248334,5.0,rating
tt0084698,36.0,rating
tt0084699,9.0,rating
tt4082506,7.0,rating
tt0330695,0.0,rating
tt0067876,4.0,rating
tt5882398,2.0,rating
tt1392889,10.0,rating
tt0330702,105.0,rating
tt0084704,12.0,rating
tt0217505,1821.0,rating
tt1918965,21.0,rating
tt0067881,47.0,rating
tt0468816,10.0,rating
tt2929890,28.0,rating
tt5882416,4.0,rating
tt0468820,19.0,rating
tt0104290,56.0,rating
tt0084707,324.0,rating
tt4082524,76.0,rating
tt0084708,69.0,rating
tt1024839,23.0,rating
tt0217570,5.0,rating
tt0067884,1.0,rating
tt8408848,3.0,rating
tt0330711,7.0,rating
tt4082644,12.0,rating
tt0084709,21.0,rating
tt0084714,265.0,rating
tt2930144,4.0,rating
tt5882704,4.0,rating
tt0217590,36.0,rating
tt0067885,11.0,rating
tt1392899,1.0,rating
tt2930988,0.0,rating
tt5882970,65.0,rating
tt1918969,29.0,rating
tt4083076,2.0,rating
tt0330783,9.0,rating
tt0330790,0.0,rating
tt0468834,1.0,rating
tt0067893,71.0,rating
tt0468846,7.0,rating
tt0217603,0.0,rating
tt1393000,181.0,rating
tt1919090,114.0,rating
tt0067894,39.0,rating
tt8409498,2.0,rating
tt0104298,222.0,rating
tt0217608,27.0,rating
tt1024855,59.0,rating
tt0330802,8.0,rating
tt0067895,2.0,rating
tt5883008,3.0,rating
tt2931140,9.0,rating
tt0468862,0.0,rating
tt2931148,4.0,rating
tt1919137,45.0,rating
tt1393003,0.0,rating
tt1919174,34.0,rating
tt4083622,10.0,rating
tt0067896,24.0,rating
tt1393009,11.0,rating
tt1919184,4.0,rating
tt0067897,2.0,rating
tt0468869,12.0,rating
tt4083740,0.0,rating
tt0217621,60.0,rating
tt1024856,5.0,rating
tt2931376,1.0,rating
tt0330843,89.0,rating
tt5883020,7.0,rating
tt1919207,0.0,rating
tt0330889,5.0,rating
tt0104302,2.0,rating
tt4083850,26.0,rating
tt8409924,5.0,rating
tt1024876,47.0,rating
tt1393020,313.0,rating
tt1393742,320.0,rating
tt0468871,24.0,rating
tt2932530,0.0,rating
tt0084718,41.0,rating
tt2932532,34.0,rating
tt2932536,191.0,rating
tt0084719,15.0,rating
tt0067907,32.0,rating
tt4084056,12.0,rating
tt8411144,35.0,rating
tt0217629,28.0,rating
tt1024894,8.0,rating
tt0067909,2.0,rating
tt0468965,145.0,rating
tt0330896,0.0,rating
tt1393746,26.0,rating
tt1024896,11.0,rating
tt0067912,1.0,rating
tt0330904,40.0,rating
tt5883570,31.0,rating
tt4084060,22.0,rating
tt1920846,13.0,rating
tt2932606,10.0,rating
tt8413192,0.0,rating
tt0067913,10.0,rating
tt0217643,0.0,rating
tt1394211,8.0,rating
tt0104316,92.0,rating
tt0104319,16.0,rating
tt4084076,29.0,rating
tt0084721,2.0,rating
tt1920849,544.0,rating
tt0330911,20.0,rating
tt8413338,29.0,rating
tt0084723,241.0,rating
tt0330972,2.0,rating
tt1920860,0.0,rating
tt5883632,21.0,rating
tt0104321,79.0,rating
tt4084182,2.0,rating
tt1024943,103.0,rating
tt0067914,31.0,rating
tt8413666,0.0,rating
tt0067916,4.0,rating
tt0104322,29.0,rating
tt0468975,6.0,rating
tt0067917,4.0,rating
tt0217654,84.0,rating
tt0330977,35.0,rating
tt2933004,4.0,rating
tt1920861,6.0,rating
tt0084725,31.0,rating
tt0104330,1.0,rating
tt0330989,29.0,rating
tt0104338,5.0,rating
tt0104346,165.0,rating
tt0217660,20.0,rating
tt0067919,92.0,rating
tt1920862,1.0,rating
tt8413714,3.0,rating
tt1024951,0.0,rating
tt1024962,2.0,rating
tt2933474,26.0,rating
tt0084726,518.0,rating
tt4084744,41.0,rating
tt0104348,601.0,rating
tt0330994,19.0,rating
tt0217671,30.0,rating
tt0104349,10.0,rating
tt0067920,3.0,rating
tt0217679,8.0,rating
tt2933544,528.0,rating
tt0217680,7.0,rating
tt8414124,0.0,rating
tt0084728,11.0,rating
tt0084732,252.0,rating
tt0469021,228.0,rating
tt0067921,62.0,rating
tt10249780,6.0,rating
tt1395030,1.0,rating
tt0469027,14.0,rating
tt5884142,2.0,rating
tt1395037,1.0,rating
tt0104350,93.0,rating
tt1920871,214.0,rating
tt0084735,55.0,rating
tt0217681,1.0,rating
tt10250750,0.0,rating
tt0331040,7.0,rating
tt1025100,1119.0,rating
tt0084737,198.0,rating
tt2934404,4.0,rating
tt1025102,251.0,rating
tt0217756,139.0,rating
tt8415352,48.0,rating
tt0331041,5.0,rating
tt8415728,49.0,rating
tt5884234,485.0,rating
tt0469045,36.0,rating
tt2934568,6.0,rating
tt0469050,9.0,rating
tt2934686,6.0,rating
tt0217758,125.0,rating
tt4085502,7.0,rating
tt4085696,119.0,rating
tt0217787,58.0,rating
tt1920885,29.0,rating
tt0067927,94.0,rating
tt0104352,16.0,rating
tt0331042,91.0,rating
tt2935390,8.0,rating
tt8416930,6.0,rating
tt10251538,8.0,rating
tt2935476,419.0,rating
tt0331088,109.0,rating
tt10252330,11.0,rating
tt0084739,11.0,rating
tt8417466,1.0,rating
tt4085944,106.0,rating
tt10253466,37.0,rating
tt1395054,46.0,rating
tt1920925,0.0,rating
tt5884434,0.0,rating
tt5884784,261.0,rating
tt0469055,12.0,rating
tt10253816,3.0,rating
tt0067929,2.0,rating
tt0084740,27.0,rating
tt4086018,84.0,rating
tt0331106,5.0,rating
tt0067931,14.0,rating
tt2935510,1010.0,rating
tt0104355,0.0,rating
tt0469059,29.0,rating
tt1920945,74.0,rating
tt0331175,13.0,rating
tt0084745,98.0,rating
tt1395059,22.0,rating
tt8418000,0.0,rating
tt5884834,7.0,rating
tt1920956,1.0,rating
tt2935516,29.0,rating
tt5885106,3.0,rating
tt10254472,0.0,rating
tt0067932,5.0,rating
tt2935564,53.0,rating
tt0104360,0.0,rating
tt4086028,13.0,rating
tt0217799,19.0,rating
tt4086032,479.0,rating
tt0331212,10.0,rating
tt8418126,0.0,rating
tt4086116,0.0,rating
tt0469062,134.0,rating
tt10255320,33.0,rating
tt0217802,40.0,rating
tt1920976,8.0,rating
tt0067934,2.0,rating
tt0217811,8.0,rating
tt0104362,130.0,rating
tt0067935,2.0,rating
tt0084749,26.0,rating
tt0067941,68.0,rating
tt0469094,0.0,rating
tt4087816,0.0,rating
tt2935662,32.0,rating
tt10255374,18.0,rating
tt0067943,15.0,rating
tt8418652,8.0,rating
tt1395065,24.0,rating
tt1920980,2.0,rating
tt8419594,17.0,rating
tt4087822,6.0,rating
tt0104363,86.0,rating
tt0331231,3.0,rating
tt10260042,5.0,rating
tt0469099,8.0,rating
tt8420952,0.0,rating
tt1395135,7.0,rating
tt0104373,2.0,rating
tt0104376,246.0,rating
tt2935986,3.0,rating
tt5885886,1.0,rating
tt0084750,91.0,rating
tt0217824,66.0,rating
tt0067948,1.0,rating
tt1395146,2.0,rating
tt0217841,23.0,rating
tt4087850,3.0,rating
tt0104377,119.0,rating
tt8421518,2.0,rating
tt8422146,1.0,rating
tt0084755,4.0,rating
tt8422628,0.0,rating
tt1920984,1.0,rating
tt1395147,7.0,rating
tt0084756,273.0,rating
tt4087914,4.0,rating
tt0084762,1.0,rating
tt10260294,1.0,rating
tt0469104,80.0,rating
tt0104380,61.0,rating
tt1396208,52.0,rating
tt8425034,0.0,rating
tt0217843,3.0,rating
tt5886046,239.0,rating
tt8425516,8.0,rating
tt5886216,9.0,rating
tt0469151,10.0,rating
tt10260534,3.0,rating
tt8426182,2.0,rating
tt0331256,8.0,rating
tt10260692,60.0,rating
tt0217862,23.0,rating
tt1920997,12.0,rating
tt0331282,14.0,rating
tt0217869,1478.0,rating
tt10261338,10.0,rating
tt5886388,2.0,rating
tt4088268,81.0,rating
tt0067952,124.0,rating
tt0084774,5.0,rating
tt0104382,4.0,rating
tt5886440,404.0,rating
tt0104389,325.0,rating
tt10263320,24.0,rating
tt0104391,2.0,rating
tt1396218,553.0,rating
tt0084776,133.0,rating
tt0217894,51.0,rating
tt8426594,24.0,rating
tt4088328,15.0,rating
tt2936024,0.0,rating
tt0217895,7.0,rating
tt4088588,127.0,rating
tt0067956,3.0,rating
tt0067958,16.0,rating
tt1396219,68.0,rating
tt0469152,78.0,rating
tt0084778,9.0,rating
tt4088848,8.0,rating
tt2936180,322.0,rating
tt0084780,9.0,rating
tt0331314,218.0,rating
tt0217978,49.0,rating
tt1396221,548.0,rating
tt5887650,0.0,rating
tt5888276,6.0,rating
tt10264340,7.0,rating
tt8426854,11.0,rating
tt10264878,0.0,rating
tt4089412,1.0,rating
tt0067959,116.0,rating
tt0331327,34.0,rating
tt1396226,246.0,rating
tt0331334,141.0,rating
tt0469184,378.0,rating
tt8426964,13.0,rating
tt0469233,38.0,rating
tt0067961,33.0,rating
tt0217979,30.0,rating
tt0067962,16.0,rating
tt0218000,204.0,rating
tt1921012,1.0,rating
tt2936390,8.0,rating
tt0331338,203.0,rating
tt1396479,4.0,rating
tt0469251,1.0,rating
tt0331350,3.0,rating
tt5888866,1.0,rating
tt0084781,1.0,rating
tt1921019,8.0,rating
tt10268550,0.0,rating
tt0331370,29.0,rating
tt4093680,37.0,rating
tt8427036,55.0,rating
tt0469263,172.0,rating
tt1921043,19.0,rating
tt0331421,6.0,rating
tt0331432,2.0,rating
tt10268922,7.0,rating
tt0084782,12.0,rating
tt5889204,24.0,rating
tt1921048,45.0,rating
tt2936470,94.0,rating
tt8427164,1.0,rating
tt4094144,54.0,rating
tt0331453,13.0,rating
tt0218053,0.0,rating
tt1396484,1175.0,rating
tt0469318,205.0,rating
tt4094724,266.0,rating
tt8427166,2.0,rating
tt5889292,6.0,rating
tt8427168,2.0,rating
tt2936864,11.0,rating
tt0084783,170.0,rating
tt1921064,403.0,rating
tt1921068,26.0,rating
tt1921070,41.0,rating
tt4094916,0.0,rating
tt10269680,9.0,rating
tt0067971,0.0,rating
tt1396523,91.0,rating
tt0084784,126.0,rating
tt8427416,3.0,rating
tt0469429,33.0,rating
tt10270114,0.0,rating
tt5889338,5.0,rating
tt4096608,0.0,rating
tt0067972,2.0,rating
tt0218067,48.0,rating
tt2936884,28.0,rating
tt0104401,25.0,rating
tt4096750,0.0,rating
tt1397147,44.0,rating
tt2936938,1.0,rating
tt0331466,79.0,rating
tt2936978,193.0,rating
tt0469443,23.0,rating
tt1921111,8.0,rating
tt0331468,244.0,rating
tt0067975,52.0,rating
tt8430598,418.0,rating
tt4096810,10.0,rating
tt0469519,6.0,rating
tt0218080,14.0,rating
tt0067976,218.0,rating
tt0067979,21.0,rating
tt0104402,47.0,rating
tt0067980,192.0,rating
tt10270592,0.0,rating
tt8430676,1.0,rating
tt0084787,583.0,rating
tt2937158,2.0,rating
tt0067981,34.0,rating
tt10272386,459.0,rating
tt8431078,146.0,rating
tt4097612,10.0,rating
tt0218107,8.0,rating
tt0331508,2.0,rating
tt1921149,430.0,rating
tt0067983,21.0,rating
tt4097826,3.0,rating
tt0469611,13.0,rating
tt0104403,1.0,rating
tt0218112,17.0,rating
tt2937254,108.0,rating
tt10272460,1.0,rating
tt0218126,44.0,rating
tt1921179,2.0,rating
tt10272534,70.0,rating
tt0469623,570.0,rating
tt8433786,13.0,rating
tt0104404,41.0,rating
tt1397171,1.0,rating
tt0469636,9.0,rating
tt1922544,64.0,rating
tt0084788,21.0,rating
tt0218138,84.0,rating
tt0469640,115.0,rating
tt0084791,0.0,rating
tt0104405,22.0,rating
tt2937366,662.0,rating
tt1397176,28.0,rating
tt0067985,66.0,rating
tt4102304,3.0,rating
tt0218141,219.0,rating
tt5889462,11.0,rating
tt2937898,826.0,rating
tt0218181,6.0,rating
tt0218182,137.0,rating
tt0067988,5.0,rating
tt5890000,11.0,rating
tt1922545,13.0,rating
tt10273384,0.0,rating
tt0104409,65.0,rating
tt1397280,1012.0,rating
tt0084796,6.0,rating
tt5890038,35.0,rating
tt4102346,4.0,rating
tt1922559,0.0,rating
tt2937902,3.0,rating
tt0218298,17.0,rating
tt0067989,121.0,rating
tt1922561,9.0,rating
tt4102722,10.0,rating
tt10274594,0.0,rating
tt0084797,9.0,rating
tt8434380,21.0,rating
tt0067991,54.0,rating
tt0218323,1.0,rating
tt1922569,4.0,rating
tt0104414,2.0,rating
tt4103470,14.0,rating
tt5890460,4.0,rating
tt0067992,565.0,rating
tt0331535,0.0,rating
tt0218378,130.0,rating
tt0104415,0.0,rating
tt5891122,1.0,rating
tt0218379,6.0,rating
tt0469641,413.0,rating
tt10275080,0.0,rating
tt5891136,0.0,rating
tt0469683,7.0,rating
tt1922604,2.0,rating
tt1397492,23.0,rating
tt0084807,11.0,rating
tt0104418,138.0,rating
tt8434682,1.0,rating
tt0084808,21.0,rating
tt4103724,85.0,rating
tt0084809,204.0,rating
tt0067995,22.0,rating
tt0469684,1.0,rating
tt4104022,220.0,rating
tt0218380,0.0,rating
tt10275440,13.0,rating
tt0067997,5.0,rating
tt0104423,4.0,rating
tt1922632,4.0,rating
tt1922645,13.0,rating
tt0067999,2.0,rating
tt10276470,37.0,rating
tt2938008,2.0,rating
tt1397498,30.0,rating
tt5891150,0.0,rating
tt0469686,1.0,rating
tt0084814,48.0,rating
tt1397500,20.0,rating
tt1922675,0.0,rating
tt2938066,1.0,rating
tt1397502,51.0,rating
tt5891260,5.0,rating
tt0084818,2.0,rating
tt0469689,456.0,rating
tt0104427,451.0,rating
tt8435268,7.0,rating
tt0104428,71.0,rating
tt0068000,58.0,rating
tt1922679,148.0,rating
tt2938230,1.0,rating
tt0469690,16.0,rating
tt1922685,324.0,rating
tt10276554,1.0,rating
tt1397514,575.0,rating
tt4104054,130.0,rating
tt1398028,213.0,rating
tt0331632,311.0,rating
tt0104431,835.0,rating
tt1398029,4.0,rating
tt2938376,3.0,rating
tt5891626,1.0,rating
tt0331639,17.0,rating
tt1398033,10.0,rating
tt0068004,12.0,rating
tt0218426,81.0,rating
tt1922689,7.0,rating
tt0331642,8.0,rating
tt1398391,18.0,rating
tt8435308,22.0,rating
tt0469691,1.0,rating
tt0068005,117.0,rating
tt0084824,4.0,rating
tt1027658,10.0,rating
tt4104354,15.0,rating
tt0218430,3.0,rating
tt0084825,43.0,rating
tt0331701,13.0,rating
tt8435324,28.0,rating
tt2938464,44.0,rating
tt1027683,2.0,rating
tt8435892,44.0,rating
tt1027718,815.0,rating
tt1398426,757.0,rating
tt1922699,1.0,rating
tt1398428,23.0,rating
tt2938702,8.0,rating
tt0469692,0.0,rating
tt0218533,40.0,rating
tt0104437,164.0,rating
tt0331711,5.0,rating
tt4105466,1.0,rating
tt5892354,15.0,rating
tt0068007,84.0,rating
tt0469695,9.0,rating
tt1027747,151.0,rating
tt0104438,362.0,rating
tt1922721,8.0,rating
tt0331811,355.0,rating
tt0469739,7.0,rating
tt0218553,109.0,rating
tt8435932,11.0,rating
tt1398923,0.0,rating
tt2938956,445.0,rating
tt0104443,113.0,rating
tt5892746,15.0,rating
tt0084826,64.0,rating
tt2939114,46.0,rating
tt0104445,1.0,rating
tt1922733,0.0,rating
tt8436026,29.0,rating
tt0331834,15.0,rating
tt1922736,6.0,rating
tt1027755,0.0,rating
tt0218559,40.0,rating
tt4105584,17.0,rating
tt1398991,8.0,rating
tt0084827,492.0,rating
tt0469748,1.0,rating
tt0084829,17.0,rating
tt5893264,302.0,rating
tt0469754,102.0,rating
tt0331851,103.0,rating
tt4105700,0.0,rating
tt1398999,61.0,rating
tt2939898,23.0,rating
tt0218564,3.0,rating
tt5893326,29.0,rating
tt2939912,29.0,rating
tt1922748,0.0,rating
tt0068011,14.0,rating
tt0469785,5.0,rating
tt0084839,1.0,rating
tt4105970,23.0,rating
tt4106306,208.0,rating
tt0104452,157.0,rating
tt1027760,117.0,rating
tt1399081,7.0,rating
tt0331906,12.0,rating
tt1027762,40.0,rating
tt8437226,22.0,rating
tt1922777,1065.0,rating
tt1399103,1352.0,rating
tt0331933,287.0,rating
tt0084840,4.0,rating
tt0218599,0.0,rating
tt0104454,369.0,rating
tt4106376,404.0,rating
tt0469789,2.0,rating
tt0218604,0.0,rating
tt0218616,380.0,rating
tt2940482,20.0,rating
tt0068014,31.0,rating
tt0331934,2.0,rating
tt0469802,34.0,rating
tt8438910,1.0,rating
tt0218619,294.0,rating
tt0068015,2.0,rating
tt0469849,6.0,rating
tt0068021,4.0,rating
tt1924256,2.0,rating
tt0469897,311.0,rating
tt0218625,3.0,rating
tt1924273,13.0,rating
tt0218641,6.0,rating
tt0068024,3.0,rating
tt0331952,466.0,rating
tt1924277,36.0,rating
tt2941256,3.0,rating
tt0331953,255.0,rating
tt0084841,8.0,rating
tt2941258,0.0,rating
tt0084843,31.0,rating
tt2941260,2.0,rating
tt0469903,307.0,rating
tt0104457,6.0,rating
tt1924283,3.0,rating
tt0469913,147.0,rating
tt0218705,155.0,rating
tt1399198,13.0,rating
tt0068025,12.0,rating
tt4106514,154.0,rating
tt10278386,2.0,rating
tt8439854,95.0,rating
tt0104458,25.0,rating
tt1924334,0.0,rating
tt0084846,2.0,rating
tt1399210,10.0,rating
tt0332021,3.0,rating
tt8439860,4.0,rating
tt0104459,4.0,rating
tt8439922,15.0,rating
tt0104466,512.0,rating
tt0068026,25.0,rating
tt0068152,94.0,rating
tt2941274,0.0,rating
tt0068154,49.0,rating
tt0469941,24.0,rating
tt1027862,388.0,rating
tt0332022,0.0,rating
tt0104467,10.0,rating
tt1027873,128.0,rating
tt5893906,1.0,rating
tt0218798,6.0,rating
tt0218800,99.0,rating
tt1924336,12.0,rating
tt1399602,7.0,rating
tt4106808,0.0,rating
tt1027874,2.0,rating
tt2941330,3.0,rating
tt0068156,108.0,rating
tt0332047,328.0,rating
tt0104469,54.0,rating
tt0218802,0.0,rating
tt1924354,33.0,rating
tt0332136,327.0,rating
tt0068161,36.0,rating
tt1924394,93.0,rating
tt0104470,4.0,rating
tt8443556,4.0,rating
tt1399655,48.0,rating
tt0218817,497.0,rating
tt1924396,550.0,rating
tt0469966,8.0,rating
tt2941396,3.0,rating
tt0068162,1.0,rating
tt2941856,21.0,rating
tt0068164,0.0,rating
tt10278930,2.0,rating
tt0104473,38.0,rating
tt0218822,2.0,rating
tt1399677,21.0,rating
tt2942016,5.0,rating
tt4108068,24.0,rating
tt1924429,732.0,rating
tt0068168,79.0,rating
tt0084848,1.0,rating
tt0104483,13.0,rating
tt0332151,13.0,rating
tt0332167,101.0,rating
tt5894272,3.0,rating
tt0218824,4.0,rating
tt2942196,0.0,rating
tt1924435,422.0,rating
tt10279010,26.0,rating
tt0068171,8.0,rating
tt0218839,479.0,rating
tt2942512,129.0,rating
tt1925421,126.0,rating
tt2942522,45.0,rating
tt0332194,8.0,rating
tt0104485,10.0,rating
tt8443704,23.0,rating
tt0104489,102.0,rating
tt0084849,7.0,rating
tt0104499,12.0,rating
tt0332224,13.0,rating
tt0104503,219.0,rating
tt1399683,891.0,rating
tt0332239,5.0,rating
tt10280220,2.0,rating
tt0218864,345.0,rating
tt8443810,5.0,rating
tt0068172,2.0,rating
tt1399952,29.0,rating
tt2942618,1.0,rating
tt0332260,2.0,rating
tt0084854,71.0,rating
tt1400335,8.0,rating
tt1028528,1335.0,rating
tt0104505,10.0,rating
tt0068173,99.0,rating
tt1400365,12.0,rating
tt2942620,1.0,rating
tt1400508,3.0,rating
tt1028532,492.0,rating
tt5894656,1.0,rating
tt0068176,13.0,rating
tt5894778,46.0,rating
tt0469979,1.0,rating
tt0104507,69.0,rating
tt1925431,567.0,rating
tt8444450,2.0,rating
tt0104509,0.0,rating
tt0084855,180.0,rating
tt4108632,2.0,rating
tt0068179,30.0,rating
tt1400515,10.0,rating
tt8445700,25.0,rating
tt2943352,16.0,rating
tt0332280,932.0,rating
tt0068181,30.0,rating
tt5894846,1.0,rating
tt4108894,36.0,rating
tt1925435,81.0,rating
tt1925446,10.0,rating
tt0470000,161.0,rating
tt0218964,0.0,rating
tt0218967,620.0,rating
tt1400558,33.0,rating
tt0332281,377.0,rating
tt0068182,254.0,rating
tt0084861,11.0,rating
tt5894876,42.0,rating
tt2943910,151.0,rating
tt5895782,20.0,rating
tt8448426,17.0,rating
tt4109382,18.0,rating
tt8448554,5.0,rating
tt0219035,1.0,rating
tt0104516,139.0,rating
tt8449092,2.0,rating
tt0470055,35.0,rating
tt0219058,7.0,rating
tt0068183,3.0,rating
tt1028548,0.0,rating
tt5895892,1.0,rating
tt2943914,0.0,rating
tt1401143,96.0,rating
tt0332285,313.0,rating
tt0219096,0.0,rating
tt1401152,587.0,rating
tt0332313,16.0,rating
tt0219126,6.0,rating
tt0068186,3.0,rating
tt0104518,0.0,rating
tt1028558,4.0,rating
tt0068187,0.0,rating
tt0104521,193.0,rating
tt0470079,,rating
tt1028559,4.0,rating
tt0068188,3.0,rating
tt8451180,0.0,rating
tt0219171,287.0,rating
tt5896470,4.0,rating
tt1925479,127.0,rating
tt0470082,3.0,rating
tt1028576,253.0,rating
tt0084865,200.0,rating
tt1401236,18.0,rating
tt8451712,1.0,rating
tt2943946,0.0,rating
tt0332318,113.0,rating
tt0084866,10.0,rating
tt8451938,1.0,rating
tt0084867,33.0,rating
tt0219175,107.0,rating
tt4109632,9.0,rating
tt0068190,41.0,rating
tt0332322,20.0,rating
tt0068193,7.0,rating
tt2944198,67.0,rating
tt0219210,2.0,rating
tt1925493,362.0,rating
tt0084869,1.0,rating
tt8452136,6.0,rating
tt5896568,108.0,rating
tt0104522,156.0,rating
tt1925518,113.0,rating
tt4110388,45.0,rating
tt10287376,1.0,rating
tt2944424,0.0,rating
tt0068199,1.0,rating
tt2945474,2.0,rating
tt4110400,19.0,rating
tt0219214,0.0,rating
tt2945796,4.0,rating
tt0104525,0.0,rating
tt5896778,0.0,rating
tt0332379,839.0,rating
tt0104530,12.0,rating
tt2945892,0.0,rating
tt0332381,45.0,rating
tt1401245,0.0,rating
tt8452422,29.0,rating
tt0332452,1879.0,rating
tt0470084,0.0,rating
tt10287616,0.0,rating
tt5896934,1.0,rating
tt0068200,25.0,rating
tt5896962,6.0,rating
tt0068203,25.0,rating
tt1401592,4.0,rating
tt2945970,0.0,rating
tt4110568,117.0,rating
tt0084873,16.0,rating
tt10288566,194.0,rating
tt0068204,5.0,rating
tt0219216,0.0,rating
tt1401607,135.0,rating
tt0332458,0.0,rating
tt0470087,3.0,rating
tt0068206,31.0,rating
tt0068207,13.0,rating
tt5897108,2.0,rating
tt0132989,2.0,rating
tt2946050,3.0,rating
tt0470102,5.0,rating
tt0133011,5.0,rating
tt0219272,0.0,rating
tt0133016,0.0,rating
tt0219275,12.0,rating
tt0332563,10.0,rating
tt1926214,0.0,rating
tt4110972,5.0,rating
tt0133024,78.0,rating
tt5897288,18.0,rating
tt2946498,43.0,rating
tt0084874,8.0,rating
tt0470124,0.0,rating
tt0104540,15.0,rating
tt5897292,19.0,rating
tt0332569,37.0,rating
tt1401621,4.0,rating
tt0104545,69.0,rating
tt0332605,18.0,rating
tt0104548,46.0,rating
tt10289350,9.0,rating
tt0470130,1.0,rating
tt10290062,1.0,rating
tt0068210,3.0,rating
tt5897428,0.0,rating
tt4111826,0.0,rating
tt0084876,8.0,rating
tt0104549,289.0,rating
tt0104550,87.0,rating
tt0084880,2.0,rating
tt0133028,20.0,rating
tt0332639,22.0,rating
tt0068211,0.0,rating
tt1029120,207.0,rating
tt5897636,45.0,rating
tt0068213,3.0,rating
tt0470132,1.0,rating
tt2946508,12.0,rating
tt0068217,6.0,rating
tt0219327,134.0,rating
tt0068225,2.0,rating
